user,resort,rating,total_ratings,count
1218,Willamette Pass,5,52,0.0
4818,Jay Peak,1,133,0.0
936,Discovery Ski Area,3,32,0.0
833,Monarch Mountain,3,71,0.0
1069,Magic Mountain,5,38,0.0
5956,Hyland Ski Snowboard Area,5,27,0.0
8264,Ski Brule,4,1315,0.0
906,Kissing Bridge,4,27,0.0
2080,Solitude Mountain Resort,2,82,0.0
2059,Bridger Bowl,5,43,0.0
5095,Blue Mountain Ski Area,3,188,0.0
5651,Telluride,4,114,0.0
6824,Taos Ski Valley,5,135,0.0
13,Eldora Mountain Resort,4,84,0.0
6989,Plattekill Mountain,4,38,0.0
4821,Dodge Ridge,2,67,0.0
1492,Mt Hood Meadows,4,100,0.0
476,Blue Mountain Ski Area,1,188,0.0
3293,Cataloochee Ski Area,5,76,0.0
6326,Shawnee Mountain Ski Area,4,44,0.0
6803,Holiday Valley,5,73,0.0
6187,Gore Mountain,3,83,0.0
2064,Boyne Mountain Resort,3,50,0.0
6947,Tahoe Donner,1,52,0.0
1234,Great Divide,5,31,0.0
6264,Kirkwood,2,107,0.0
7947,Ski Brule,5,1315,0.0
6160,Bluewood,4,26,0.0
8508,Gore Mountain,5,83,0.0
4502,Winterplace Ski Resort,2,57,0.0
3098,Mt Crescent Ski Area,2,28,0.0
1128,Jay Peak,5,133,0.0
6201,Bryce Resort,4,31,0.0
4826,Ski Brule,5,1315,0.0
5218,Alta Ski Area,2,140,0.0
699,Blue Mountain Ski Area,5,188,0.0
2178,Ski Brule,5,1315,0.0
83,Ski Brule,5,1315,0.0
7567,Keystone,5,140,0.0
6963,Bogus Basin,4,58,0.0
1817,Jay Peak,5,133,0.0
5741,Attitash,5,55,0.0
6497,Mountain High,3,80,0.0
6703,Angel Fire Resort,3,111,0.0
8445,Keystone,4,140,0.0
3865,Angel Fire Resort,4,111,0.0
1284,49 Degrees North,1,60,0.0
1676,Big Sky Resort,5,136,0.0
7660,Willamette Pass,5,52,0.0
2957,Ski Brule,5,1315,0.0
7701,Sundance,5,37,0.0
5634,Tamarack Resort,1,55,0.0
2041,Beaver Mountain,4,25,0.0
882,Powderhorn,5,35,0.0
4182,Ski Brule,5,1315,0.0
2320,Keystone,5,140,0.0
5255,Angel Fire Resort,3,111,0.0
6752,Copper Mountain Resort,5,138,0.0
3605,Keystone,5,140,0.0
1925,The Summit At Snoqualmie,1,53,0.0
8149,Crystal Mountain,5,44,0.0
1099,Massanutten,4,46,0.0
5705,Ober Gatlinburg Ski Resort,5,45,0.0
5524,Bear Creek Mountain Resort,1,69,0.0
1944,Massanutten,4,46,0.0
8208,Ski Brule,5,1315,0.0
6925,Whitetail Resort,1,67,0.0
6372,Eldora Mountain Resort,5,84,0.0
1159,Snow Trails,5,29,0.0
3820,Mt Hood Meadows,2,100,0.0
3913,Grand Geneva,3,21,0.0
3770,Pico Mountain At Killington,5,39,0.0
182,Steamboat,5,150,0.0
7772,Mt Baldy,5,76,0.0
7753,Beaver Creek,5,103,0.0
3590,Mammoth Mountain Ski Area,5,139,0.0
659,Pats Peak,5,50,0.0
2517,Blue Knob,5,51,0.0
4722,Mountain Creek Resort,1,148,0.0
6037,Catamount Ski Ride Area,4,59,0.0
1574,Sun Valley,4,65,0.0
47,Bogus Basin,5,58,0.0
613,Brandywine,4,39,0.0
8384,Elk Mountain Ski Resort,5,107,0.0
7106,Loveland,5,107,0.0
8393,Copper Mountain Resort,4,138,0.0
927,Snowshoe Mountain Resort,1,145,0.0
5107,Schweitzer,3,70,0.0
4127,Sipapu Ski And Summer Resort,5,56,0.0
5677,Breckenridge,5,186,0.0
2307,Sno Mountain,5,133,0.0
2986,Stevens Pass Resort,1,102,0.0
1911,Spring Mountain Ski Area,1,63,0.0
2930,Perfect North Slopes,3,69,0.0
3144,Stowe Mountain Resort,5,106,0.0
538,Silverton Mountain,5,55,0.0
1745,Indianhead Mountain,4,115,0.0
2964,Ski Brule,4,1315,0.0
4313,Copper Mountain Resort,5,138,0.0
3988,Mountain High,5,80,0.0
4516,Solitude Mountain Resort,5,82,0.0
2903,Eldora Mountain Resort,4,84,0.0
7695,Soda Springs,5,25,0.0
7478,Telluride,1,114,0.0
8127,Taos Ski Valley,5,135,0.0
7236,Snowshoe Mountain Resort,5,145,0.0
1308,Liberty,2,68,0.0
4695,Mount Snow,1,132,0.0
2726,Arapahoe Basin Ski Area,5,138,0.0
5798,Mountain Creek Resort,1,148,0.0
4576,Okemo Mountain Resort,1,130,0.0
5591,Steamboat,5,150,0.0
6378,White Pass,4,56,0.0
3448,Monarch Mountain,3,71,0.0
6823,Mad River Mountain,5,72,0.0
8277,Bear Creek Mountain Resort,5,69,0.0
6411,Mount Southington Ski Area,5,38,0.0
16,Brandywine,2,39,0.0
3215,Ski Brule,5,1315,0.0
5318,Indianhead Mountain,1,115,0.0
494,Canaan Valley Resort,4,37,0.0
6959,Ski Brule,5,1315,0.0
2304,Wolf Creek Ski Area,5,154,0.0
5606,Squaw Valley Usa,5,109,0.0
6088,Pico Mountain At Killington,5,39,0.0
3210,Ski Brule,5,1315,0.0
5874,Grand Targhee Resort,1,64,0.0
6365,Snowbasin,5,94,0.0
1839,Snow Valley,4,59,0.0
7917,Ski Brule,5,1315,0.0
4848,Monarch Mountain,4,71,0.0
742,Ski Brule,5,1315,0.0
3712,Snow Summit,4,60,0.0
7759,Ski Apache,1,168,0.0
6065,Loveland,5,107,0.0
7407,Brian Head Resort,5,70,0.0
6427,Red River,1,86,0.0
7032,Mount Brighton,1,37,0.0
6713,Waterville Valley,4,54,0.0
445,Ski Brule,5,1315,0.0
6304,Pico Mountain At Killington,4,39,0.0
1909,Heavenly Mountain Resort,4,156,0.0
6632,Greek Peak,1,57,0.0
3106,Ski Brule,5,1315,0.0
7091,Kirkwood,5,107,0.0
6890,Vail,4,203,0.0
3618,Red River,3,86,0.0
7331,Gunstock,5,41,0.0
8551,Tahoe Donner,4,52,0.0
4050,Monarch Mountain,4,71,0.0
1211,Sipapu Ski And Summer Resort,5,56,0.0
97,Sunrise Park Resort,4,120,0.0
8566,Bogus Basin,5,58,0.0
6362,Waterville Valley,5,54,0.0
2470,Crested Butte Mountain Resort,5,89,0.0
2125,Monarch Mountain,5,71,0.0
5766,Jack Frost,4,53,0.0
3241,Windham Mountain,5,61,0.0
1603,Timber Ridge,4,30,0.0
6778,Devils Head,4,95,0.0
6878,Killington Resort,5,203,0.0
5571,Indianhead Mountain,5,115,0.0
3938,Berkshire East,4,35,0.0
581,Schweitzer,4,70,0.0
2241,Sundance,1,37,0.0
1837,Wachusett Mountain Ski Area,5,81,0.0
4271,Taos Ski Valley,5,135,0.0
5973,Massanutten,4,46,0.0
5978,Sierra At Tahoe,4,59,0.0
4927,Mount Snow,4,132,0.0
2850,Ski Brule,4,1315,0.0
5516,Jiminy Peak,4,80,0.0
2157,Angel Fire Resort,3,111,0.0
7622,Hidden Valley Ski Area,4,33,0.0
7760,Snowshoe Mountain Resort,1,145,0.0
8192,Sandia Peak,1,33,0.0
7819,Brighton Resort,5,73,0.0
2663,Copper Mountain Resort,1,138,0.0
1653,Copper Mountain Resort,5,138,0.0
4883,Bear Mountain,1,52,0.0
7367,Boston Mills,5,45,0.0
5734,Lookout Pass Ski Area,3,69,0.0
6769,Gore Mountain,4,83,0.0
1535,Wachusett Mountain Ski Area,1,81,0.0
7783,Snowbird,5,134,0.0
7008,Heavenly Mountain Resort,5,156,0.0
6300,Sipapu Ski And Summer Resort,5,56,0.0
5021,Snowbird,1,134,0.0
6369,Indianhead Mountain,5,115,0.0
3016,Monarch Mountain,5,71,0.0
4594,Mount Holly,4,32,0.0
5561,Sun Valley,5,65,0.0
6270,Ski Granby Ranch,4,38,0.0
401,Angel Fire Resort,4,111,0.0
8555,Kirkwood,3,107,0.0
2199,Gore Mountain,4,83,0.0
6558,Silver Mountain,5,80,0.0
839,Sunrise Park Resort,3,120,0.0
4457,Silver Mountain,5,80,0.0
5229,Sundance,4,37,0.0
2603,Stratton Mountain,4,111,0.0
1740,Loveland,5,107,0.0
8059,Andes Tower Hills Ski Area,5,20,0.0
6898,Indianhead Mountain,5,115,0.0
4545,Mt Hood Meadows,2,100,0.0
1390,Brighton Resort,5,73,0.0
5779,Breckenridge,3,186,0.0
1798,Sunrise Park Resort,5,120,0.0
5619,Mount Snow,5,132,0.0
7551,Indianhead Mountain,5,115,0.0
3281,Welch Village,2,39,0.0
4803,Eagle Point,5,25,0.0
4817,49 Degrees North,5,60,0.0
3666,Elk Mountain Ski Resort,5,107,0.0
4250,Sunlight Mountain Resort,4,35,0.0
1905,Whiteface Mountain Resort,5,81,0.0
5756,Steamboat,5,150,0.0
6570,Smugglers Notch Resort,5,82,0.0
4373,Sandia Peak,4,33,0.0
2323,Copper Mountain Resort,2,138,0.0
5748,Hyland Ski Snowboard Area,5,27,0.0
4219,Ski Brule,5,1315,0.0
5208,Eldora Mountain Resort,2,84,0.0
574,Telluride,5,114,0.0
8418,Hidden Valley Ski Area,5,33,0.0
3881,Ski Santa Fe,1,99,0.0
88,Massanutten,4,46,0.0
1213,Winter Park Resort,1,187,0.0
1312,Red River,5,86,0.0
1626,Ski Beech Mountain Resort,2,82,0.0
4860,Ski Brule,5,1315,0.0
8143,Hyland Ski Snowboard Area,1,27,0.0
3386,Hidden Valley Ski Area,1,33,0.0
2387,Badger Pass,5,25,0.0
1539,Ragged Mountain Resort,5,59,0.0
3534,Ski Brule,4,1315,0.0
4464,Perfect North Slopes,5,69,0.0
5856,Heavenly Mountain Resort,4,156,0.0
117,Wolf Creek Ski Area,5,154,0.0
3036,Titus Mountain,2,26,0.0
254,Perfect North Slopes,5,69,0.0
513,Wisp,5,73,0.0
7792,Big Sky Resort,5,136,0.0
4334,Solitude Mountain Resort,3,82,0.0
206,Ski Brule,5,1315,0.0
7432,Camelback Mountain Resort,3,145,0.0
7771,Ober Gatlinburg Ski Resort,1,45,0.0
4850,Sno Mountain,4,133,0.0
2750,Ski Brule,4,1315,0.0
8409,Beaver Creek,3,103,0.0
8140,Blue Mountain Ski Area,4,188,0.0
3157,Mammoth Mountain Ski Area,4,139,0.0
5690,Jackson Hole,4,103,0.0
6996,Lutsen Mountains,5,85,0.0
6510,Ski Brule,5,1315,0.0
2767,Alpental,4,54,0.0
185,Ski Brule,5,1315,0.0
1802,Ragged Mountain Resort,5,59,0.0
2018,Ski Brule,5,1315,0.0
1330,Ski Brule,5,1315,0.0
1432,Camelback Mountain Resort,3,145,0.0
60,Jackson Hole,5,103,0.0
2825,Sundown Mountain,5,29,0.0
142,Arizona Snowbowl,1,107,0.0
8362,Alpine Valley,4,28,0.0
6806,Winter Park Resort,5,187,0.0
372,Boston Mills,4,45,0.0
1776,Durango Mountain Resort,3,97,0.0
7802,Jay Peak,4,133,0.0
5254,Steamboat,5,150,0.0
5837,Bear Mountain,4,52,0.0
6812,Mt Baker,5,88,0.0
4330,Ski Brule,5,1315,0.0
2541,Pebble Creek Ski Area,5,32,0.0
3329,Wachusett Mountain Ski Area,5,81,0.0
4538,Ski Brule,5,1315,0.0
5069,Cataloochee Ski Area,3,76,0.0
555,Sunday River,1,91,0.0
7445,Crystal Mountain Wa,5,98,0.0
7710,Bryce Resort,4,31,0.0
6863,Copper Mountain Resort,1,138,0.0
2602,Ski Brule,4,1315,0.0
4809,Schweitzer,5,70,0.0
7309,Taos Ski Valley,5,135,0.0
3475,Sugarbush,5,90,0.0
1051,Angel Fire Resort,1,111,0.0
8328,Big Bear,5,35,0.0
427,Ski Beech Mountain Resort,2,82,0.0
4894,Devils Head,4,95,0.0
5105,Indianhead Mountain,5,115,0.0
8011,Mount Bohemia,5,49,0.0
7999,Winter Park Resort,5,187,0.0
1352,Windham Mountain,2,61,0.0
7739,Mount Shasta Board Ski Park,1,30,0.0
7538,Mountain Creek Resort,4,148,0.0
2835,Stowe Mountain Resort,1,106,0.0
2397,Ski Brule,4,1315,0.0
2436,Big Sky Resort,5,136,0.0
5806,Woodbury Ski Area,4,22,0.0
2756,Ski Apache,2,168,0.0
8431,Bear Creek Mountain Resort,1,69,0.0
5964,Mt Hood Meadows,3,100,0.0
8524,Mount Bohemia,5,49,0.0
4029,Boreal,3,48,0.0
7718,Park City Mountain Resort,5,135,0.0
7326,Ski Brule,5,1315,0.0
5303,Ski Brule,5,1315,0.0
71,Hoodoo Ski Area,3,33,0.0
1006,Heavenly Mountain Resort,2,156,0.0
6257,Lookout Pass Ski Area,5,69,0.0
7562,Loveland,5,107,0.0
3051,Jackson Hole,5,103,0.0
1968,Arizona Snowbowl,1,107,0.0
7933,Kirkwood,5,107,0.0
852,Ski Brule,5,1315,0.0
6940,Sunlight Mountain Resort,4,35,0.0
7809,Red Lodge Mountain,5,43,0.0
2301,Sno Mountain,4,133,0.0
7403,Okemo Mountain Resort,5,130,0.0
5947,Crested Butte Mountain Resort,5,89,0.0
2760,Ski Brule,5,1315,0.0
6425,Vail,5,203,0.0
3425,Winter Park Resort,4,187,0.0
4135,Big Sky Resort,5,136,0.0
1326,Dodge Ridge,5,67,0.0
4043,Aspen Snowmass,5,62,0.0
6501,Ski Snowstar Winter Sports Park,4,21,0.0
6992,Brian Head Resort,5,70,0.0
5986,Bogus Basin,3,58,0.0
8107,Red River,2,86,0.0
6018,Indianhead Mountain,2,115,0.0
3437,Big Bear,4,35,0.0
2505,Winter Park Resort,5,187,0.0
8291,Bluewood,3,26,0.0
4552,Ski Brule,5,1315,0.0
5184,Bretton Woods,5,82,0.0
4015,Spring Mountain Ski Area,1,63,0.0
3917,Blue Mountain Ski Area,4,188,0.0
8098,Brantling Ski Slopes,1,21,0.0
3724,Ski Brule,4,1315,0.0
4669,Villa Olivia,5,31,0.0
7690,Mount Sunapee,1,74,0.0
7847,Solitude Mountain Resort,4,82,0.0
1228,Blue Mountain Ski Area,1,188,0.0
1313,Chestnut Mountain Resort,4,41,0.0
7705,Peekn Peak,2,62,0.0
5151,Okemo Mountain Resort,4,130,0.0
2410,Snowbird,1,134,0.0
5751,Windham Mountain,5,61,0.0
2407,Loveland,4,107,0.0
4544,Loon Mountain,4,86,0.0
2799,Dodge Ridge,5,67,0.0
8584,Park City Mountain Resort,5,135,0.0
3807,Powder Mountain,5,85,0.0
4858,Massanutten,1,46,0.0
1258,Ski Apache,1,168,0.0
6022,Winter Park Resort,5,187,0.0
6499,Lutsen Mountains,3,85,0.0
626,Wolf Creek Ski Area,3,154,0.0
8174,Sugarloaf,5,53,0.0
2900,Ski Brule,5,1315,0.0
4498,Ski Brule,5,1315,0.0
5868,Magic Mountain,5,38,0.0
615,Roundtop Mountain Resort,4,55,0.0
3653,Mountain Creek Resort,5,148,0.0
1681,Big Sky Resort,4,136,0.0
3520,Mount Brighton,3,37,0.0
1244,Deer Valley Resort,5,98,0.0
2316,Sipapu Ski And Summer Resort,5,56,0.0
3115,Wintergreen Resort,5,67,0.0
5575,Jiminy Peak,5,80,0.0
6580,Camelback Mountain Resort,1,145,0.0
3254,Ski Brule,5,1315,0.0
4047,Whitecap Mountain,5,52,0.0
4976,Titus Mountain,5,26,0.0
4749,Ski Brule,5,1315,0.0
8196,Winter Park Resort,4,187,0.0
1596,Mount Snow,2,132,0.0
5191,Crystal Mountain,5,44,0.0
7387,Sipapu Ski And Summer Resort,3,56,0.0
3906,Bryce Resort,2,31,0.0
2472,Shanty Creek,5,63,0.0
4507,Blue Knob,5,51,0.0
7806,Jackson Hole,2,103,0.0
1518,Mount Bohemia,5,49,0.0
4891,Ski Brule,4,1315,0.0
1449,Stevens Pass Resort,3,102,0.0
1511,Steamboat,5,150,0.0
2723,Red River,5,86,0.0
6939,Copper Mountain Resort,5,138,0.0
8178,Winterplace Ski Resort,3,57,0.0
4069,Deer Valley Resort,5,98,0.0
5892,Angel Fire Resort,5,111,0.0
980,Wintergreen Resort,5,67,0.0
541,Alpine Valley Resort,5,74,0.0
740,Snowbird,5,134,0.0
6258,Mission Ridge,4,42,0.0
5916,Bridger Bowl,5,43,0.0
4308,Snow Valley,5,59,0.0
3657,Mount Snow,2,132,0.0
8093,Mt Baldy,5,76,0.0
4815,Massanutten,1,46,0.0
3604,Stowe Mountain Resort,2,106,0.0
2562,Bogus Basin,1,58,0.0
593,Ski Brule,5,1315,0.0
6236,Telluride,5,114,0.0
6314,Perfect North Slopes,3,69,0.0
4760,Kissing Bridge,3,27,0.0
3504,Mount Peter Ski Area,4,54,0.0
7241,Ski Brule,5,1315,0.0
7069,Squaw Valley Usa,4,109,0.0
2494,Mission Ridge,5,42,0.0
8410,Cascade Mountain,4,64,0.0
603,Mad River Mountain,4,72,0.0
5792,Taos Ski Valley,4,135,0.0
5635,Tamarack Resort,1,55,0.0
3557,Ski Butternut,4,62,0.0
7343,Cannon Mountain,4,60,0.0
5330,Ski China Peak,1,64,0.0
773,Mountain Creek Resort,1,148,0.0
2161,Kissing Bridge,1,27,0.0
5091,Spring Mountain Ski Area,5,63,0.0
6675,Mt Hood Ski Bowl,4,42,0.0
7791,Copper Mountain Resort,5,138,0.0
8086,Dodge Ridge,5,67,0.0
7013,Big Sky Resort,5,136,0.0
5350,Titus Mountain,5,26,0.0
5790,Sugarloaf,5,53,0.0
3384,Sunrise Park Resort,5,120,0.0
3585,Copper Mountain Resort,5,138,0.0
2786,Ski Brule,4,1315,0.0
5039,Ski Brule,4,1315,0.0
4321,Ski Brule,4,1315,0.0
183,Bretton Woods,5,82,0.0
4423,Heavenly Mountain Resort,5,156,0.0
3307,Aspen Snowmass,4,62,0.0
283,Alta Ski Area,5,140,0.0
7295,Mount Sunapee,1,74,0.0
3024,Bear Creek Mountain Resort,5,69,0.0
2666,Ski Brule,4,1315,0.0
6782,Mountain Creek Resort,4,148,0.0
826,Ski Granby Ranch,5,38,0.0
1734,Snowbird,5,134,0.0
498,Wolf Ridge Ski Resort,5,36,0.0
956,White Pass,5,56,0.0
6944,Killington Resort,5,203,0.0
7266,Killington Resort,3,203,0.0
3824,Sugar Mountain Resort,5,127,0.0
5384,Sun Valley,5,65,0.0
8045,Bryce Resort,4,31,0.0
7610,Red Lodge Mountain,4,43,0.0
3020,Timber Ridge,5,30,0.0
7564,Indianhead Mountain,5,115,0.0
4562,Blue Mountain Ski Area,4,188,0.0
5896,Wolf Creek Ski Area,5,154,0.0
4469,Durango Mountain Resort,4,97,0.0
6077,Dodge Ridge,1,67,0.0
7927,Sugarbush,5,90,0.0
3032,Ski Brule,5,1315,0.0
5409,Stratton Mountain,5,111,0.0
1286,Ski Brule,5,1315,0.0
6376,Stevens Pass Resort,4,102,0.0
75,Killington Resort,5,203,0.0
5430,Telluride,5,114,0.0
6385,Sundance,5,37,0.0
6138,Perfect North Slopes,4,69,0.0
7409,Camelback Mountain Resort,4,145,0.0
1127,Arapahoe Basin Ski Area,4,138,0.0
2105,Mt Baker,4,88,0.0
7220,Mount Snow,4,132,0.0
3593,Ski Brule,5,1315,0.0
1846,Winterplace Ski Resort,1,57,0.0
6303,Whiteface Mountain Resort,3,81,0.0
5735,Jiminy Peak,3,80,0.0
6758,Alta Ski Area,5,140,0.0
8389,Spring Mountain Ski Area,4,63,0.0
5702,Black Mountain,1,21,0.0
3453,Mt Baldy,5,76,0.0
6012,Ski Brule,5,1315,0.0
6620,Smugglers Notch Resort,5,82,0.0
8379,Ober Gatlinburg Ski Resort,3,45,0.0
1813,Heavenly Mountain Resort,2,156,0.0
4767,Nubs Nob Ski Area,2,55,0.0
4639,Mad River Mountain,4,72,0.0
3361,Sunrise Park Resort,2,120,0.0
4031,Sugarloaf,5,53,0.0
4708,Angel Fire Resort,1,111,0.0
5134,Hunter Mountain,4,113,0.0
4342,Big Sky Resort,4,136,0.0
8373,Snowbird,4,134,0.0
7351,Sugar Mountain Resort,4,127,0.0
6045,Ski China Peak,5,64,0.0
3553,Mountain High,1,80,0.0
2600,Heavenly Mountain Resort,5,156,0.0
7568,Taos Ski Valley,5,135,0.0
7435,Copper Mountain Resort,5,138,0.0
2215,Ober Gatlinburg Ski Resort,2,45,0.0
1274,Mt Baker,4,88,0.0
6923,Wisp,4,73,0.0
8583,Wildcat Mountain,5,37,0.0
905,Heavenly Mountain Resort,4,156,0.0
8453,Wintergreen Resort,4,67,0.0
5558,Copper Mountain Resort,5,138,0.0
6972,Camelback Mountain Resort,3,145,0.0
1215,Donner Ski Ranch,5,82,0.0
3516,Hunter Mountain,1,113,0.0
6770,Sugarloaf,5,53,0.0
6687,Aspen Snowmass,5,62,0.0
8018,Perfect North Slopes,5,69,0.0
2983,Angel Fire Resort,5,111,0.0
2728,Ski Brule,5,1315,0.0
5445,Dodge Ridge,4,67,0.0
2877,Afton Alps,1,49,0.0
5315,Killington Resort,4,203,0.0
8367,Peekn Peak,5,62,0.0
3960,Holiday Valley,5,73,0.0
8305,Ski Brule,4,1315,0.0
820,Ober Gatlinburg Ski Resort,4,45,0.0
2113,Winter Park Resort,5,187,0.0
7630,Bogus Basin,2,58,0.0
3825,Taos Ski Valley,5,135,0.0
6165,Beaver Creek,4,103,0.0
7068,Durango Mountain Resort,4,97,0.0
8434,Pico Mountain At Killington,4,39,0.0
316,Jay Peak,4,133,0.0
6601,Mount Snow,4,132,0.0
7419,Belleayre,5,88,0.0
4207,Ski Brule,5,1315,0.0
8612,Alpental,5,54,0.0
6133,Mt Baldy,2,76,0.0
3363,Devils Head,1,95,0.0
8422,Mt Hood Meadows,4,100,0.0
120,Snowshoe Mountain Resort,2,145,0.0
8088,Lookout Pass Ski Area,5,69,0.0
4829,Ski Brule,4,1315,0.0
5343,Snowshoe Mountain Resort,4,145,0.0
7307,Great Divide,1,31,0.0
361,Big Sky Resort,5,136,0.0
2624,Keystone,4,140,0.0
3277,Mad River Mountain,5,72,0.0
4170,Eldora Mountain Resort,1,84,0.0
5628,Terry Peak Ski Area,5,25,0.0
8499,Ski Apache,4,168,0.0
684,Ski Brule,5,1315,0.0
7185,Killington Resort,5,203,0.0
7896,Steamboat,2,150,0.0
8287,Stevens Pass Resort,5,102,0.0
3629,Snowshoe Mountain Resort,4,145,0.0
1680,Steamboat,1,150,0.0
6234,Ski Brule,5,1315,0.0
2372,Ski Brule,5,1315,0.0
5188,Shawnee Peak,2,30,0.0
8582,Vail,4,203,0.0
4450,Gore Mountain,3,83,0.0
3207,Ski Brule,5,1315,0.0
3599,Whitecap Mountain,5,52,0.0
6639,Ski Brule,5,1315,0.0
85,Mount Brighton,2,37,0.0
7480,Loon Mountain,5,86,0.0
527,Ski China Peak,5,64,0.0
2345,Wachusett Mountain Ski Area,3,81,0.0
6711,Nubs Nob Ski Area,5,55,0.0
3158,Copper Mountain Resort,5,138,0.0
5669,Greek Peak,5,57,0.0
6222,Killington Resort,5,203,0.0
517,Wolf Creek Ski Area,5,154,0.0
7963,Ski Apache,5,168,0.0
1659,Pine Mountain,3,56,0.0
8473,Schweitzer,5,70,0.0
344,Shanty Creek,3,63,0.0
3673,Wolf Creek Ski Area,5,154,0.0
6052,Keystone,1,140,0.0
6668,Ski Brule,4,1315,0.0
828,Pine Mountain,4,56,0.0
2291,Great Divide,5,31,0.0
6589,Ski Brule,5,1315,0.0
4371,Snowshoe Mountain Resort,3,145,0.0
1908,Sierra At Tahoe,4,59,0.0
7945,Crotched Mountain,5,46,0.0
5910,Mount Sunapee,5,74,0.0
2947,Ski Brule,5,1315,0.0
6739,Boreal,1,48,0.0
5532,Bretton Woods,5,82,0.0
830,Bristol Mountain,4,57,0.0
8357,Bogus Basin,5,58,0.0
46,Mountain Creek Resort,5,148,0.0
4688,Donner Ski Ranch,5,82,0.0
7484,Copper Mountain Resort,4,138,0.0
6019,Ski Sundown,5,39,0.0
7972,Crotched Mountain,5,46,0.0
8109,Ski Brule,4,1315,0.0
6503,Ski Brule,5,1315,0.0
4229,Eldora Mountain Resort,1,84,0.0
4019,Mt Bachelor,1,101,0.0
3736,Ski Brule,5,1315,0.0
5165,Squaw Valley Usa,3,109,0.0
1742,Ski Brule,5,1315,0.0
4487,Grand Targhee Resort,5,64,0.0
2370,Camelback Mountain Resort,5,145,0.0
6730,Ski Brule,5,1315,0.0
5359,Durango Mountain Resort,4,97,0.0
4752,Jackson Hole,4,103,0.0
3790,Angel Fire Resort,5,111,0.0
3968,Mount Peter Ski Area,5,54,0.0
7570,Stevens Pass Resort,1,102,0.0
5488,Bear Valley,4,57,0.0
7685,Sunrise Park Resort,2,120,0.0
1868,Hunter Mountain,5,113,0.0
7184,Bear Valley,3,57,0.0
3344,Crested Butte Mountain Resort,4,89,0.0
2245,Boreal,1,48,0.0
7024,Silver Mountain,4,80,0.0
7162,Camelback Mountain Resort,4,145,0.0
4962,Keystone,2,140,0.0
723,Ski Brule,5,1315,0.0
3348,Snowbird,1,134,0.0
1826,Attitash,5,55,0.0
6649,Crystal Mountain Wa,4,98,0.0
6383,Mountain Creek Resort,2,148,0.0
4022,Mount Southington Ski Area,5,38,0.0
1061,Nordic Mountain,4,27,0.0
8575,Labrador Mt,4,21,0.0
7970,Alpine Valley Resort,5,74,0.0
1425,Snow Valley,2,59,0.0
469,Ski Brule,5,1315,0.0
5590,Belleayre,5,88,0.0
716,Mountain High,4,80,0.0
4395,Wachusett Mountain Ski Area,1,81,0.0
5535,Taos Ski Valley,5,135,0.0
4596,Arizona Snowbowl,5,107,0.0
4971,Stowe Mountain Resort,5,106,0.0
7491,Ski Brule,5,1315,0.0
6502,Bolton Valley,2,47,0.0
2589,Ski Brule,5,1315,0.0
4364,Burke Mountain,5,33,0.0
5624,Vail,5,203,0.0
4963,Lutsen Mountains,5,85,0.0
8047,Devils Head,5,95,0.0
7924,Taos Ski Valley,5,135,0.0
5520,Badger Pass,3,25,0.0
7741,Jay Peak,5,133,0.0
6917,Badger Pass,2,25,0.0
6151,Ski Brule,5,1315,0.0
5483,Pomerelle Mountain Resort,3,36,0.0
6954,Jackson Hole,5,103,0.0
1223,Squaw Valley Usa,2,109,0.0
3672,Bolton Valley,4,47,0.0
3882,Taos Ski Valley,5,135,0.0
7194,Stevens Pass Resort,4,102,0.0
1038,Ski Brule,5,1315,0.0
4254,Durango Mountain Resort,3,97,0.0
5711,Vail,5,203,0.0
1895,Stowe Mountain Resort,3,106,0.0
4234,Christmas Mountain,2,23,0.0
595,Ski Brule,5,1315,0.0
3934,Donner Ski Ranch,5,82,0.0
2079,Jay Peak,4,133,0.0
6466,Loveland,5,107,0.0
1640,Ski Brule,5,1315,0.0
3434,Mad River Mountain,2,72,0.0
1749,Pats Peak,2,50,0.0
7429,Devils Head,5,95,0.0
3854,Mt Bachelor,2,101,0.0
4755,Camelback Mountain Resort,1,145,0.0
685,Steamboat,5,150,0.0
8090,Afton Alps,3,49,0.0
3474,Wolf Ridge Ski Resort,5,36,0.0
6057,Keystone,5,140,0.0
5585,Jay Peak,5,133,0.0
1982,Ski Brule,5,1315,0.0
3887,Ski Brule,4,1315,0.0
15,Bear Mountain,4,52,0.0
148,Timberline Lodge,5,42,0.0
1210,Stowe Mountain Resort,5,106,0.0
598,Bear Mountain,3,52,0.0
3925,Vail,1,203,0.0
5835,Snowshoe Mountain Resort,5,145,0.0
1801,Timber Ridge,4,30,0.0
1642,Ski Brule,5,1315,0.0
8119,Bittersweet Ski Area,5,49,0.0
1176,Mt Crescent Ski Area,1,28,0.0
6956,Ski Brule,5,1315,0.0
7020,Crotched Mountain,5,46,0.0
5026,Pebble Creek Ski Area,5,32,0.0
561,Whitecap Mountain,5,52,0.0
7693,Arizona Snowbowl,4,107,0.0
6496,Breckenridge,4,186,0.0
3859,Ski Brule,5,1315,0.0
3580,Keystone,2,140,0.0
5014,Cannon Mountain,4,60,0.0
866,Brian Head Resort,5,70,0.0
7492,Brighton Resort,5,73,0.0
6583,Breckenridge,5,186,0.0
6415,Sunlight Mountain Resort,3,35,0.0
